product_name,category,current_price,rating,image_url,product_url,description,platform,price_day_1,price_day_2,price_day_3,price_day_4,price_day_5,price_day_6,price_day_7,price_day_8,price_day_9,price_day_10,future_price
Xiaomi Redmi Note 13 6GB/64GB 5G (OPT000011),Mobiles,51503.38,4.1,https://loremflickr.com/600/600/smartphone?lock=11,https://www.flipkart.com/item/OPT000011?pid=opticart,"Xiaomi Redmi Note 13 6GB/64GB 5G (OPT000011) by Xiaomi. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,51274.44,51313.71,50837.62,50019.46,49923.09,49474.57,51960.78,50645.16,51191.62,52040.59,52045.28
Dell Inspiron 15 Ryzen 5 16GB/1024GB (OPT000012),Laptops,80564.73,4.5,https://loremflickr.com/600/600/laptop?lock=12,https://www.flipkart.com/item/OPT000012?pid=opticart,"Dell Inspiron 15 Ryzen 5 16GB/1024GB (OPT000012) by Dell. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,79163.57,80665.67,78632.36,80411.32,77934.11,77809.69,78426.03,77712.64,78012.85,76839.29,75343.99
Puma Watch Sports (OPT000013),Fashion,8631.93,4.1,https://loremflickr.com/600/600/watch?lock=13,https://www.flipkart.com/item/OPT000013?pid=opticart,"Puma Watch Sports (OPT000013) by Puma. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,8765.86,8998.8,8980.9,8976.23,8929.87,8999.53,9111.12,9243.38,9279.01,9415.56,9700.61
Philips Monitor Dolby (OPT000014),Electronics,18250.68,5.0,https://loremflickr.com/600/600/television?lock=14,https://www.flipkart.com/item/OPT000014?pid=opticart,"Philips Monitor Dolby (OPT000014) by Philips. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,18717.01,18687.65,18732.96,18689.74,18619.19,18758.15,18997.02,18888.93,18753.41,18876.63,18581.19
Whirlpool Microwave Energy Efficient (OPT000015),Home Appliances,38225.48,4.0,https://loremflickr.com/600/600/microwave?lock=15,https://www.flipkart.com/item/OPT000015?pid=opticart,"Whirlpool Microwave Energy Efficient (OPT000015) by Whirlpool. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,38506.32,39464.07,38981.21,39577.62,39978.23,38258.54,37698.63,37217.8,37534.51,37519.89,37278.04
Deep Work (Paperback) (OPT000016),Books,1707.29,3.9,https://loremflickr.com/600/600/air-conditioner?lock=16,https://www.flipkart.com/item/OPT000016?pid=opticart,"Deep Work (Paperback) (OPT000016) by HarperCollins. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,1707.75,1739.05,1738.36,1776.01,1741.3,1768.93,1806.12,1840.37,1873.9,1857.71,1924.54
Maybelline Serum (Vitamin C) (OPT000017),Beauty,557.82,4.9,https://loremflickr.com/600/600/serum?lock=17,https://www.flipkart.com/item/OPT000017?pid=opticart,"Maybelline Serum (Vitamin C) (OPT000017) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,542.83,549.2,557.6,568.99,573.85,576.47,574.7,565.38,562.74,556.93,562.3
Nilkamal Wardrobe Engineered Wood Ergonomic (OPT000018),Furniture,21911.8,4.8,https://loremflickr.com/600/600/wardrobe?lock=18,https://www.flipkart.com/item/OPT000018?pid=opticart,"Nilkamal Wardrobe Engineered Wood Ergonomic (OPT000018) by Nilkamal. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,22634.77,22424.61,22077.03,21863.25,21639.07,21809.48,21652.46,21899.76,22092.95,22437.79,22516.15
MSI Gaming Console 8195 120FPS (OPT000019),Gaming,50149.13,3.7,https://loremflickr.com/600/600/gaming-console?lock=19,https://www.flipkart.com/item/OPT000019?pid=opticart,"MSI Gaming Console 8195 120FPS (OPT000019) by MSI. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,48104.37,47780.21,48284.75,47818.29,48257.63,47300.91,46663.34,46591.6,46468.98,47422.51,46924.46
Patanjali Tea 2L (OPT000020),Groceries,2444.48,4.5,https://loremflickr.com/600/600/tea?lock=20,https://www.flipkart.com/item/OPT000020?pid=opticart,"Patanjali Tea 2L (OPT000020) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,2473.34,2456.22,2464.01,2400.35,2362.85,2362.18,2374.59,2394.83,2337.07,2293.54,2218.63
Vivo V30 4GB/64GB Fast Charge (OPT000021),Mobiles,17723.19,4.6,https://loremflickr.com/600/600/smartphone?lock=21,https://www.flipkart.com/item/OPT000021?pid=opticart,"Vivo V30 4GB/64GB Fast Charge (OPT000021) by Vivo. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,18251.69,18528.68,18289.63,18589.66,18595.36,18574.32,18700.37,18321.51,18456.31,18444.65,18502.16
Lenovo IdeaPad Slim 3 M2 32GB/1024GB (OPT000022),Laptops,108996.18,4.2,https://loremflickr.com/600/600/laptop?lock=22,https://www.flipkart.com/item/OPT000022?pid=opticart,"Lenovo IdeaPad Slim 3 M2 32GB/1024GB (OPT000022) by Lenovo. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,106403.56,107764.18,110099.35,108649.33,110209.3,109497.66,111686.0,111660.63,108152.58,108497.58,109329.59
BIBA Dress Slim Fit Cotton (OPT000023),Fashion,10943.15,3.8,https://loremflickr.com/600/600/clothing?lock=23,https://www.flipkart.com/item/OPT000023?pid=opticart,"BIBA Dress Slim Fit Cotton (OPT000023) by BIBA. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,10685.9,10497.7,10341.05,10444.72,10443.82,10484.25,10530.71,10647.34,10870.59,11167.96,11740.99
Samsung Soundbar 3978 Bass Boost (OPT000024),Electronics,56604.88,3.7,https://loremflickr.com/600/600/speaker?lock=24,https://www.flipkart.com/item/OPT000024?pid=opticart,"Samsung Soundbar 3978 Bass Boost (OPT000024) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,58317.3,59338.56,58797.67,58789.0,59265.39,59080.83,58312.99,57139.54,55838.26,54850.08,52820.85
LG Water Purifier 1.5 Ton Inverter (OPT000025),Home Appliances,76142.95,5.0,https://loremflickr.com/600/600/water-purifier?lock=25,https://www.flipkart.com/item/OPT000025?pid=opticart,"LG Water Purifier 1.5 Ton Inverter (OPT000025) by LG. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,74902.52,72953.97,71567.64,70983.39,70040.52,70372.34,70228.82,70609.96,71059.04,70167.8,68168.36
Atomic Habits (Bestseller) (OPT000026),Books,1639.92,4.2,https://loremflickr.com/600/600/book?lock=26,https://www.flipkart.com/item/OPT000026?pid=opticart,"Atomic Habits (Bestseller) (OPT000026) by Oxford. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,1635.1,1634.71,1643.97,1625.73,1639.17,1628.26,1599.74,1588.78,1603.53,1633.15,1640.41
Maybelline Shampoo (Long Lasting) (OPT000027),Beauty,2521.64,3.3,https://loremflickr.com/600/600/shampoo?lock=27,https://www.flipkart.com/item/OPT000027?pid=opticart,"Maybelline Shampoo (Long Lasting) (OPT000027) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,2496.88,2433.64,2412.97,2437.84,2439.47,2425.43,2398.48,2388.53,2374.52,2286.32,2145.34
HomeTown Dining Table Compact (OPT000028),Furniture,95807.26,3.6,https://loremflickr.com/600/600/air-conditioner?lock=28,https://www.flipkart.com/item/OPT000028?pid=opticart,"HomeTown Dining Table Compact (OPT000028) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,97714.49,97495.41,96217.2,94393.67,95050.51,95322.65,94813.23,96172.05,93108.91,93061.94,90077.15
Sony Controller 4154 120FPS (OPT000029),Gaming,69209.72,3.6,https://loremflickr.com/600/600/gamepad?lock=29,https://www.flipkart.com/item/OPT000029?pid=opticart,"Sony Controller 4154 120FPS (OPT000029) by Sony. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,70801.81,68171.85,70002.47,68731.02,70422.5,71574.68,71301.28,70956.85,69827.64,68644.19,67350.16
Nestle Ghee (2kg) (OPT000030),Groceries,1521.7,3.4,https://loremflickr.com/600/600/butter?lock=30,https://www.flipkart.com/item/OPT000030?pid=opticart,"Nestle Ghee (2kg) (OPT000030) by Nestle. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,1571.85,1576.24,1564.19,1599.0,1584.56,1611.21,1610.09,1593.82,1596.12,1617.65,1638.38
Xiaomi Redmi 13C 12GB/128GB 5G (OPT000031),Mobiles,67219.33,3.9,https://loremflickr.com/600/600/smartphone?lock=31,https://www.flipkart.com/item/OPT000031?pid=opticart,"Xiaomi Redmi 13C 12GB/128GB 5G (OPT000031) by Xiaomi. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,65186.55,66563.15,64915.11,64440.11,65381.18,64959.27,64912.91,65590.64,66417.24,67841.7,68884.36
Lenovo IdeaPad Slim 3 Ryzen 7 32GB/256GB (OPT000032),Laptops,84363.36,4.2,https://loremflickr.com/600/600/laptop?lock=32,https://www.flipkart.com/item/OPT000032?pid=opticart,"Lenovo IdeaPad Slim 3 Ryzen 7 32GB/256GB (OPT000032) by Lenovo. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,86829.73,85216.16,85663.48,85064.02,86119.22,85041.29,84843.31,86312.43,85990.98,86895.67,86590.05
BIBA Jeans Formal (OPT000033),Fashion,10593.91,4.7,https://loremflickr.com/600/600/jeans?lock=33,https://www.flipkart.com/item/OPT000033?pid=opticart,"BIBA Jeans Formal (OPT000033) by BIBA. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,10503.66,10521.99,10103.49,9868.09,9995.61,10086.33,10081.45,10229.65,10193.7,9941.62,9539.17
Samsung Toner Cartridge 5288 Wireless (OPT000034),Electronics,24972.73,3.7,https://loremflickr.com/600/600/printer?lock=34,https://www.flipkart.com/item/OPT000034?pid=opticart,"Samsung Toner Cartridge 5288 Wireless (OPT000034) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,25144.04,24973.48,24417.97,23903.07,23687.62,23909.41,24133.22,23414.97,23543.4,23453.19,23178.42
Samsung Microwave Frost Free (OPT000035),Home Appliances,12949.22,3.7,https://loremflickr.com/600/600/microwave?lock=35,https://www.flipkart.com/item/OPT000035?pid=opticart,"Samsung Microwave Frost Free (OPT000035) by Samsung. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,12991.82,12966.1,12978.09,12965.32,13197.49,12938.37,12908.22,12720.93,12626.54,12374.0,11956.0
The Alchemist (Self-Help) (OPT000036),Books,1169.94,3.8,https://loremflickr.com/600/600/book?lock=36,https://www.flipkart.com/item/OPT000036?pid=opticart,"The Alchemist (Self-Help) (OPT000036) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,1170.53,1152.37,1134.78,1120.21,1101.46,1127.54,1104.59,1084.16,1080.43,1067.33,1017.32
Maybelline Face Wash (Matte) (OPT000037),Beauty,1067.83,4.5,https://loremflickr.com/600/600/air-conditioner?lock=37,https://www.flipkart.com/item/OPT000037?pid=opticart,"Maybelline Face Wash (Matte) (OPT000037) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,1090.26,1105.42,1102.59,1082.16,1103.82,1051.97,1068.2,1067.43,1053.15,1058.36,1033.02
HomeTown Office Chair Metal Compact (OPT000038),Furniture,29610.42,4.1,https://loremflickr.com/600/600/air-conditioner?lock=38,https://www.flipkart.com/item/OPT000038?pid=opticart,"HomeTown Office Chair Metal Compact (OPT000038) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,30575.46,30208.51,29691.74,29421.03,29017.7,29054.45,28997.99,28873.09,29487.59,29941.0,29669.1
MSI Gaming Mouse Wireless (OPT000039),Gaming,38699.7,4.5,https://loremflickr.com/600/600/mouse?lock=39,https://www.flipkart.com/item/OPT000039?pid=opticart,"MSI Gaming Mouse Wireless (OPT000039) by MSI. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,39806.06,39614.47,40304.32,40608.18,40352.57,40259.15,40086.62,39499.1,39121.38,38999.16,39348.95
Tata Biscuits 2L (OPT000040),Groceries,269.86,4.0,https://loremflickr.com/600/600/cookies?lock=40,https://www.flipkart.com/item/OPT000040?pid=opticart,"Tata Biscuits 2L (OPT000040) by Tata. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,259.85,261.19,258.2,255.73,255.03,248.39,252.31,256.0,254.94,252.4,247.89
Realme Narzo 70 6GB/256GB 120Hz (OPT000041),Mobiles,90447.16,4.2,https://loremflickr.com/600/600/smartphone?lock=41,https://www.flipkart.com/item/OPT000041?pid=opticart,"Realme Narzo 70 6GB/256GB 120Hz (OPT000041) by Realme. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,94343.26,93711.81,93470.87,90941.22,92377.09,93772.49,91766.11,91354.16,91701.51,90236.1,87863.42
Apple MacBook Air M2 Ryzen 7 16GB/1024GB (OPT000042),Laptops,129388.03,4.2,https://loremflickr.com/600/600/laptop?lock=42,https://www.flipkart.com/item/OPT000042?pid=opticart,"Apple MacBook Air M2 Ryzen 7 16GB/1024GB (OPT000042) by Apple. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,132859.9,131123.5,131016.93,131783.91,132790.9,136104.94,135082.48,134484.86,135642.83,137600.12,140999.72
Levi's Jeans Sports (OPT000043),Fashion,10099.51,4.2,https://loremflickr.com/600/600/jeans?lock=43,https://www.flipkart.com/item/OPT000043?pid=opticart,"Levi's Jeans Sports (OPT000043) by Levi's. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,10175.98,10383.07,10429.82,10433.28,10564.12,10393.55,10497.12,10615.44,10663.67,10733.1,11125.07
Samsung Monitor 4K (OPT000044),Electronics,23948.39,4.7,https://loremflickr.com/600/600/television?lock=44,https://www.flipkart.com/item/OPT000044?pid=opticart,"Samsung Monitor 4K (OPT000044) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,23250.95,23749.0,23942.44,23716.16,24078.55,24744.22,24916.08,24904.07,25338.19,25899.28,27471.86
IFB Water Purifier Inverter (OPT000045),Home Appliances,19162.36,4.3,https://loremflickr.com/600/600/water-purifier?lock=45,https://www.flipkart.com/item/OPT000045?pid=opticart,"IFB Water Purifier Inverter (OPT000045) by IFB. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,19236.17,18664.51,18736.39,18486.67,18143.15,18198.71,18289.85,18419.67,18229.25,17947.59,17444.36
The Alchemist (Non-Fiction) (OPT000046),Books,297.65,3.3,https://loremflickr.com/600/600/book?lock=46,https://www.flipkart.com/item/OPT000046?pid=opticart,"The Alchemist (Non-Fiction) (OPT000046) by Scholastic. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,294.02,297.37,287.21,285.5,282.14,280.5,285.91,280.48,277.16,280.88,272.24
Maybelline Shampoo (Vitamin C) (OPT000047),Beauty,359.88,3.6,https://loremflickr.com/600/600/shampoo?lock=47,https://www.flipkart.com/item/OPT000047?pid=opticart,"Maybelline Shampoo (Vitamin C) (OPT000047) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,374.83,375.32,363.46,365.14,365.27,367.98,364.51,364.1,371.14,371.11,370.62
HomeTown Sofa 3-Seater (OPT000048),Furniture,80452.21,4.2,https://loremflickr.com/600/600/sofa?lock=48,https://www.flipkart.com/item/OPT000048?pid=opticart,"HomeTown Sofa 3-Seater (OPT000048) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,81220.12,80409.59,79347.44,79027.81,79595.37,81071.69,80913.31,82121.89,83506.96,82368.98,82311.85
Logitech Gaming Mouse 4990 Wireless (OPT000049),Gaming,74786.62,4.2,https://loremflickr.com/600/600/mouse?lock=49,https://www.flipkart.com/item/OPT000049?pid=opticart,"Logitech Gaming Mouse 4990 Wireless (OPT000049) by Logitech. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,78000.68,78930.68,77459.96,77159.04,77526.95,77921.83,76592.54,76992.56,75824.47,74299.03,72718.29
Patanjali Ghee 5kg (OPT000050),Groceries,3266.96,4.3,https://loremflickr.com/600/600/butter?lock=50,https://www.flipkart.com/item/OPT000050?pid=opticart,"Patanjali Ghee 5kg (OPT000050) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,3155.94,3148.6,3082.8,3111.33,3215.1,3334.89,3251.74,3256.75,3311.0,3404.11,3531.76
Xiaomi Xiaomi 14 6GB/128GB 120Hz (OPT000051),Mobiles,9904.41,4.0,https://loremflickr.com/600/600/smartphone?lock=51,https://www.flipkart.com/item/OPT000051?pid=opticart,"Xiaomi Xiaomi 14 6GB/128GB 120Hz (OPT000051) by Xiaomi. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,10451.06,10504.64,10574.36,10470.88,10228.63,10403.02,10262.39,10360.14,10473.25,10281.35,10261.45
HP Victus 16 Ryzen 5 16GB/512GB (OPT000052),Laptops,36329.81,4.9,https://loremflickr.com/600/600/laptop?lock=52,https://www.flipkart.com/item/OPT000052?pid=opticart,"HP Victus 16 Ryzen 5 16GB/512GB (OPT000052) by HP. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,36360.96,35565.71,35853.27,35274.27,33983.69,33882.6,33531.35,33419.45,33197.45,32956.12,31117.18
Levi's Watch Casual (OPT000053),Fashion,12825.61,4.7,https://loremflickr.com/600/600/watch?lock=53,https://www.flipkart.com/item/OPT000053?pid=opticart,"Levi's Watch Casual (OPT000053) by Levi's. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,12593.48,12426.97,12747.79,12929.62,12921.17,12649.66,12635.67,12771.16,12830.64,13051.91,13278.43
LG Headphones Dolby (OPT000054),Electronics,43034.36,3.8,https://loremflickr.com/600/600/smartphone?lock=54,https://www.flipkart.com/item/OPT000054?pid=opticart,"LG Headphones Dolby (OPT000054) by LG. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,42985.07,43736.59,44142.14,44077.79,43170.03,42926.86,42658.36,41609.51,40846.6,40537.61,39158.71
Godrej Washing Machine Front Load (OPT000055),Home Appliances,71605.84,4.3,https://loremflickr.com/600/600/washing-machine?lock=55,https://www.flipkart.com/item/OPT000055?pid=opticart,"Godrej Washing Machine Front Load (OPT000055) by Godrej. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,74006.56,72517.64,72910.78,73691.46,74546.4,74299.69,75083.24,74702.87,73858.12,74201.18,75933.89
Rich Dad Poor Dad - Self-Help (OPT000056),Books,755.9,4.1,https://loremflickr.com/600/600/book?lock=56,https://www.flipkart.com/item/OPT000056?pid=opticart,"Rich Dad Poor Dad - Self-Help (OPT000056) by Oxford. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,751.79,762.65,755.88,728.59,733.35,719.97,738.85,734.37,743.6,756.1,761.09
Lakme Lipstick Vitamin C (OPT000057),Beauty,3508.67,3.9,https://loremflickr.com/600/600/lipstick?lock=57,https://www.flipkart.com/item/OPT000057?pid=opticart,"Lakme Lipstick Vitamin C (OPT000057) by Lakme. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,3715.0,3727.59,3825.18,3830.72,3857.96,3885.73,3770.24,3841.51,3727.07,3782.48,3787.0
Pepperfry Dining Table Ergonomic (OPT000058),Furniture,48611.6,4.2,https://loremflickr.com/600/600/table?lock=58,https://www.flipkart.com/item/OPT000058?pid=opticart,"Pepperfry Dining Table Ergonomic (OPT000058) by Pepperfry. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,48045.61,48049.4,48740.17,49593.6,50635.55,50273.45,50800.57,50759.06,50704.97,50979.99,52592.94
Microsoft Controller Pro (OPT000059),Gaming,25896.36,4.2,https://loremflickr.com/600/600/gamepad?lock=59,https://www.flipkart.com/item/OPT000059?pid=opticart,"Microsoft Controller Pro (OPT000059) by Microsoft. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,25201.41,24772.76,24821.91,24875.88,25090.45,25130.56,25061.0,25533.83,25667.71,25955.19,26671.42
Aashirvaad Cooking Oil 500g (OPT000060),Groceries,834.08,4.1,https://loremflickr.com/600/600/cooking-oil?lock=60,https://www.flipkart.com/item/OPT000060?pid=opticart,"Aashirvaad Cooking Oil 500g (OPT000060) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,842.07,816.09,824.45,810.61,802.3,806.46,809.1,782.59,796.3,804.41,784.74
Samsung Galaxy S23 FE 4GB/64GB AI Camera (OPT000061),Mobiles,7666.88,4.1,https://loremflickr.com/600/600/smartphone?lock=61,https://www.flipkart.com/item/OPT000061?pid=opticart,"Samsung Galaxy S23 FE 4GB/64GB AI Camera (OPT000061) by Samsung. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Flipkart,7816.13,7687.43,7784.26,7723.19,7441.07,7291.51,7368.04,7286.37,7543.42,7708.41,7696.03
