product_name,category,current_price,rating,image_url,product_url,description,platform,price_day_1,price_day_2,price_day_3,price_day_4,price_day_5,price_day_6,price_day_7,price_day_8,price_day_9,price_day_10,future_price
Whirlpool Microwave Energy Efficient (OPT000015),Home Appliances,35805.16,3.7,https://loremflickr.com/600/600/microwave?lock=15,https://www.amazon.in/dp/OPT000015?tag=opticart,"Whirlpool Microwave Energy Efficient (OPT000015) by Whirlpool. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,36464.7,36449.28,36015.38,35480.08,35236.89,36019.07,35706.4,36283.39,35840.95,36450.9,36616.92
Deep Work (Paperback) (OPT000016),Books,1539.39,3.8,https://loremflickr.com/600/600/air-conditioner?lock=16,https://www.amazon.in/dp/OPT000016?tag=opticart,"Deep Work (Paperback) (OPT000016) by HarperCollins. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1509.1,1510.16,1497.91,1471.95,1477.3,1470.72,1495.2,1508.18,1522.83,1528.19,1548.61
Maybelline Serum (Vitamin C) (OPT000017),Beauty,566.55,4.0,https://loremflickr.com/600/600/serum?lock=17,https://www.amazon.in/dp/OPT000017?tag=opticart,"Maybelline Serum (Vitamin C) (OPT000017) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,594.46,603.08,595.28,597.49,599.38,618.16,614.28,617.25,626.68,627.99,646.76
Nilkamal Wardrobe Engineered Wood Ergonomic (OPT000018),Furniture,22841.84,4.3,https://loremflickr.com/600/600/wardrobe?lock=18,https://www.amazon.in/dp/OPT000018?tag=opticart,"Nilkamal Wardrobe Engineered Wood Ergonomic (OPT000018) by Nilkamal. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,23014.37,22669.89,22191.07,21958.16,21816.53,21896.57,22185.15,22223.69,22370.28,21928.67,21608.94
MSI Gaming Console 8195 120FPS (OPT000019),Gaming,47985.95,4.3,https://loremflickr.com/600/600/gaming-console?lock=19,https://www.amazon.in/dp/OPT000019?tag=opticart,"MSI Gaming Console 8195 120FPS (OPT000019) by MSI. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,47265.7,48014.36,47807.45,48318.3,47037.04,47331.39,47298.47,47176.72,47017.84,46448.32,46438.15
Patanjali Tea 2L (OPT000020),Groceries,2501.6,4.5,https://loremflickr.com/600/600/tea?lock=20,https://www.amazon.in/dp/OPT000020?tag=opticart,"Patanjali Tea 2L (OPT000020) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2525.54,2492.86,2456.48,2459.34,2451.46,2403.83,2366.17,2352.46,2359.57,2315.21,2243.89
Vivo V30 4GB/64GB Fast Charge (OPT000021),Mobiles,16159.34,4.4,https://loremflickr.com/600/600/smartphone?lock=21,https://www.amazon.in/dp/OPT000021?tag=opticart,"Vivo V30 4GB/64GB Fast Charge (OPT000021) by Vivo. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,15372.17,15383.43,15494.87,15774.17,15637.98,15261.27,15428.24,15420.5,15521.17,15528.29,15768.06
Lenovo IdeaPad Slim 3 M2 32GB/1024GB (OPT000022),Laptops,107665.56,3.9,https://loremflickr.com/600/600/laptop?lock=22,https://www.amazon.in/dp/OPT000022?tag=opticart,"Lenovo IdeaPad Slim 3 M2 32GB/1024GB (OPT000022) by Lenovo. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,106403.79,104962.49,103857.51,104802.38,104994.27,102838.84,104496.37,104494.36,103274.62,105767.68,103564.46
BIBA Dress Slim Fit Cotton (OPT000023),Fashion,10450.47,3.7,https://loremflickr.com/600/600/clothing?lock=23,https://www.amazon.in/dp/OPT000023?tag=opticart,"BIBA Dress Slim Fit Cotton (OPT000023) by BIBA. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,10498.94,10302.36,10233.84,10125.6,9993.48,10139.81,10262.83,10070.82,10032.75,9885.37,9593.41
Samsung Soundbar 3978 Bass Boost (OPT000024),Electronics,54839.2,4.5,https://loremflickr.com/600/600/speaker?lock=24,https://www.amazon.in/dp/OPT000024?tag=opticart,"Samsung Soundbar 3978 Bass Boost (OPT000024) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,53872.77,53516.85,54226.18,55563.56,55587.63,57301.14,56307.95,55935.78,56135.3,56110.49,56310.42
LG Water Purifier 1.5 Ton Inverter (OPT000025),Home Appliances,79461.57,4.4,https://loremflickr.com/600/600/water-purifier?lock=25,https://www.amazon.in/dp/OPT000025?tag=opticart,"LG Water Purifier 1.5 Ton Inverter (OPT000025) by LG. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,81600.53,81928.11,80699.71,79489.97,79564.28,79675.32,80121.08,81669.03,81387.96,82427.83,83471.24
Atomic Habits (Bestseller) (OPT000026),Books,1677.85,3.7,https://loremflickr.com/600/600/book?lock=26,https://www.amazon.in/dp/OPT000026?tag=opticart,"Atomic Habits (Bestseller) (OPT000026) by Oxford. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1607.1,1576.02,1561.15,1516.62,1533.12,1528.43,1558.63,1541.04,1536.91,1497.99,1433.65
Maybelline Shampoo (Long Lasting) (OPT000027),Beauty,2453.51,3.8,https://loremflickr.com/600/600/shampoo?lock=27,https://www.amazon.in/dp/OPT000027?tag=opticart,"Maybelline Shampoo (Long Lasting) (OPT000027) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2435.02,2485.81,2464.25,2467.25,2445.02,2462.15,2439.67,2416.12,2408.53,2457.82,2451.73
HomeTown Dining Table Compact (OPT000028),Furniture,103479.93,3.8,https://loremflickr.com/600/600/air-conditioner?lock=28,https://www.amazon.in/dp/OPT000028?tag=opticart,"HomeTown Dining Table Compact (OPT000028) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,102192.69,101120.1,103604.22,105370.95,106295.6,107683.74,107730.26,109413.21,109931.92,111740.66,116683.23
Sony Controller 4154 120FPS (OPT000029),Gaming,68752.51,3.9,https://loremflickr.com/600/600/gamepad?lock=29,https://www.amazon.in/dp/OPT000029?tag=opticart,"Sony Controller 4154 120FPS (OPT000029) by Sony. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,69632.63,68288.86,69115.67,68856.67,68857.54,71329.78,69496.72,68747.16,68989.11,69321.06,68919.27
Nestle Ghee (2kg) (OPT000030),Groceries,1381.27,4.2,https://loremflickr.com/600/600/butter?lock=30,https://www.amazon.in/dp/OPT000030?tag=opticart,"Nestle Ghee (2kg) (OPT000030) by Nestle. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1386.65,1376.02,1377.84,1394.23,1391.88,1384.97,1388.19,1400.75,1447.34,1438.91,1455.64
Xiaomi Redmi 13C 12GB/128GB 5G (OPT000031),Mobiles,71447.44,3.6,https://loremflickr.com/600/600/smartphone?lock=31,https://www.amazon.in/dp/OPT000031?tag=opticart,"Xiaomi Redmi 13C 12GB/128GB 5G (OPT000031) by Xiaomi. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,76403.32,77428.25,80214.64,78567.8,78229.04,77483.0,78772.99,78506.59,79531.65,78456.96,79100.0
Lenovo IdeaPad Slim 3 Ryzen 7 32GB/256GB (OPT000032),Laptops,77754.78,4.4,https://loremflickr.com/600/600/laptop?lock=32,https://www.amazon.in/dp/OPT000032?tag=opticart,"Lenovo IdeaPad Slim 3 Ryzen 7 32GB/256GB (OPT000032) by Lenovo. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,74757.43,73636.02,72692.09,71854.63,71730.84,71740.29,71582.8,71529.94,70684.58,70528.39,68613.22
BIBA Jeans Formal (OPT000033),Fashion,10652.83,4.8,https://loremflickr.com/600/600/jeans?lock=33,https://www.amazon.in/dp/OPT000033?tag=opticart,"BIBA Jeans Formal (OPT000033) by BIBA. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,10997.08,10784.44,11061.27,10981.66,11279.33,11660.02,12122.89,12150.96,12001.8,12122.92,12970.56
Samsung Toner Cartridge 5288 Wireless (OPT000034),Electronics,24239.57,2.9,https://loremflickr.com/600/600/printer?lock=34,https://www.amazon.in/dp/OPT000034?tag=opticart,"Samsung Toner Cartridge 5288 Wireless (OPT000034) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,23669.14,23839.61,23790.59,24087.84,24157.55,23821.73,24357.9,24157.49,23655.86,23668.82,23422.01
Samsung Microwave Frost Free (OPT000035),Home Appliances,12921.78,4.5,https://loremflickr.com/600/600/microwave?lock=35,https://www.amazon.in/dp/OPT000035?tag=opticart,"Samsung Microwave Frost Free (OPT000035) by Samsung. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,13248.43,13350.2,13101.72,13182.95,13134.2,13137.43,13428.73,13567.95,13810.41,13535.48,13829.27
The Alchemist (Self-Help) (OPT000036),Books,1075.07,3.9,https://loremflickr.com/600/600/book?lock=36,https://www.amazon.in/dp/OPT000036?tag=opticart,"The Alchemist (Self-Help) (OPT000036) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1085.88,1098.71,1090.3,1062.36,1037.1,1024.07,1009.8,1006.48,1008.91,1015.94,980.01
Maybelline Face Wash (Matte) (OPT000037),Beauty,1070.69,3.7,https://loremflickr.com/600/600/air-conditioner?lock=37,https://www.amazon.in/dp/OPT000037?tag=opticart,"Maybelline Face Wash (Matte) (OPT000037) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1073.14,1066.74,1082.52,1098.6,1093.17,1090.13,1058.32,1043.83,1043.76,1016.95,977.76
HomeTown Office Chair Metal Compact (OPT000038),Furniture,27210.6,4.3,https://loremflickr.com/600/600/air-conditioner?lock=38,https://www.amazon.in/dp/OPT000038?tag=opticart,"HomeTown Office Chair Metal Compact (OPT000038) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,28747.68,28134.5,29075.94,29720.68,29264.38,28755.8,29208.05,28576.67,27675.85,28329.04,27981.53
MSI Gaming Mouse Wireless (OPT000039),Gaming,35904.57,3.7,https://loremflickr.com/600/600/mouse?lock=39,https://www.amazon.in/dp/OPT000039?tag=opticart,"MSI Gaming Mouse Wireless (OPT000039) by MSI. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,35001.63,34705.8,34288.33,34199.4,33524.34,33860.12,34321.32,33960.92,33065.4,33295.08,33257.21
Tata Biscuits 2L (OPT000040),Groceries,264.64,4.1,https://loremflickr.com/600/600/cookies?lock=40,https://www.amazon.in/dp/OPT000040?tag=opticart,"Tata Biscuits 2L (OPT000040) by Tata. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,264.32,265.43,264.46,270.62,272.62,268.25,267.59,266.38,258.73,263.86,266.7
Realme Narzo 70 6GB/256GB 120Hz (OPT000041),Mobiles,98237.95,4.4,https://loremflickr.com/600/600/smartphone?lock=41,https://www.amazon.in/dp/OPT000041?tag=opticart,"Realme Narzo 70 6GB/256GB 120Hz (OPT000041) by Realme. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,101057.94,102812.77,101121.58,99572.1,99835.95,97393.05,98197.6,97748.96,97966.21,96387.41,94408.33
Apple MacBook Air M2 Ryzen 7 16GB/1024GB (OPT000042),Laptops,131056.68,4.4,https://loremflickr.com/600/600/laptop?lock=42,https://www.amazon.in/dp/OPT000042?tag=opticart,"Apple MacBook Air M2 Ryzen 7 16GB/1024GB (OPT000042) by Apple. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,130111.15,127537.93,124815.22,124724.31,122751.43,124270.27,126809.8,127879.06,128964.38,130140.39,128812.71
Levi's Jeans Sports (OPT000043),Fashion,10699.94,4.8,https://loremflickr.com/600/600/jeans?lock=43,https://www.amazon.in/dp/OPT000043?tag=opticart,"Levi's Jeans Sports (OPT000043) by Levi's. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,10320.58,10367.24,10349.45,10496.43,10419.45,10390.18,10210.05,10090.41,10197.69,9994.5,9887.23
Samsung Monitor 4K (OPT000044),Electronics,21541.9,4.5,https://loremflickr.com/600/600/television?lock=44,https://www.amazon.in/dp/OPT000044?tag=opticart,"Samsung Monitor 4K (OPT000044) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,21503.22,21341.71,21702.03,22598.26,22888.69,22618.06,22475.21,22840.05,23050.33,23185.49,24163.19
IFB Water Purifier Inverter (OPT000045),Home Appliances,18232.97,3.6,https://loremflickr.com/600/600/water-purifier?lock=45,https://www.amazon.in/dp/OPT000045?tag=opticart,"IFB Water Purifier Inverter (OPT000045) by IFB. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,18926.9,18834.72,18588.81,18691.42,18255.86,18536.58,18625.54,18478.04,18558.9,18065.56,18058.37
The Alchemist (Non-Fiction) (OPT000046),Books,316.1,3.4,https://loremflickr.com/600/600/book?lock=46,https://www.amazon.in/dp/OPT000046?tag=opticart,"The Alchemist (Non-Fiction) (OPT000046) by Scholastic. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,313.61,310.72,308.29,312.29,313.57,315.61,312.9,314.98,318.88,314.36,317.13
Maybelline Shampoo (Vitamin C) (OPT000047),Beauty,381.14,4.3,https://loremflickr.com/600/600/shampoo?lock=47,https://www.amazon.in/dp/OPT000047?tag=opticart,"Maybelline Shampoo (Vitamin C) (OPT000047) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,387.14,386.39,394.81,388.78,385.89,388.65,393.88,387.3,381.37,376.68,369.98
HomeTown Sofa 3-Seater (OPT000048),Furniture,78314.67,3.7,https://loremflickr.com/600/600/sofa?lock=48,https://www.amazon.in/dp/OPT000048?tag=opticart,"HomeTown Sofa 3-Seater (OPT000048) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,75855.51,74991.32,74483.79,74919.47,72305.27,71074.02,72033.53,70813.61,70444.53,69692.75,66720.45
Logitech Gaming Mouse 4990 Wireless (OPT000049),Gaming,65775.17,3.5,https://loremflickr.com/600/600/mouse?lock=49,https://www.amazon.in/dp/OPT000049?tag=opticart,"Logitech Gaming Mouse 4990 Wireless (OPT000049) by Logitech. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,65188.14,64639.64,63622.2,64654.25,63119.72,63546.92,63124.83,63530.01,63816.99,63722.45,62641.76
Patanjali Ghee 5kg (OPT000050),Groceries,2954.24,4.1,https://loremflickr.com/600/600/butter?lock=50,https://www.amazon.in/dp/OPT000050?tag=opticart,"Patanjali Ghee 5kg (OPT000050) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2992.63,2942.02,2948.26,3022.03,3014.63,3040.22,3000.93,3046.88,3095.25,3176.32,3276.17
Xiaomi Xiaomi 14 6GB/128GB 120Hz (OPT000051),Mobiles,9143.11,4.1,https://loremflickr.com/600/600/smartphone?lock=51,https://www.amazon.in/dp/OPT000051?tag=opticart,"Xiaomi Xiaomi 14 6GB/128GB 120Hz (OPT000051) by Xiaomi. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,9186.29,9199.15,9018.86,8815.32,8648.93,8799.01,8468.35,8366.08,8446.25,8511.11,8188.3
HP Victus 16 Ryzen 5 16GB/512GB (OPT000052),Laptops,35641.47,3.3,https://loremflickr.com/600/600/laptop?lock=52,https://www.amazon.in/dp/OPT000052?tag=opticart,"HP Victus 16 Ryzen 5 16GB/512GB (OPT000052) by HP. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,35947.02,35713.91,35953.29,35784.62,35108.66,35408.13,35610.73,34793.39,34952.45,35363.11,35367.89
Levi's Watch Casual (OPT000053),Fashion,13496.83,4.2,https://loremflickr.com/600/600/watch?lock=53,https://www.amazon.in/dp/OPT000053?tag=opticart,"Levi's Watch Casual (OPT000053) by Levi's. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,13369.06,13210.5,13565.32,13769.27,13450.46,13324.86,13665.66,13447.06,13302.97,13203.54,13283.8
LG Headphones Dolby (OPT000054),Electronics,48829.49,4.9,https://loremflickr.com/600/600/smartphone?lock=54,https://www.amazon.in/dp/OPT000054?tag=opticart,"LG Headphones Dolby (OPT000054) by LG. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,49481.8,48157.43,47670.09,48583.83,49171.73,48127.84,48919.26,48360.06,48520.1,49341.56,49998.31
Godrej Washing Machine Front Load (OPT000055),Home Appliances,71732.25,4.8,https://loremflickr.com/600/600/washing-machine?lock=55,https://www.amazon.in/dp/OPT000055?tag=opticart,"Godrej Washing Machine Front Load (OPT000055) by Godrej. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,74351.81,73688.17,75111.08,75398.63,74995.44,75220.69,74831.98,72122.22,73429.62,76282.47,77826.65
Rich Dad Poor Dad - Self-Help (OPT000056),Books,786.66,4.2,https://loremflickr.com/600/600/book?lock=56,https://www.amazon.in/dp/OPT000056?tag=opticart,"Rich Dad Poor Dad - Self-Help (OPT000056) by Oxford. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,775.3,765.05,767.63,768.29,785.92,780.37,762.35,757.13,759.15,772.83,769.97
Lakme Lipstick Vitamin C (OPT000057),Beauty,3480.1,4.3,https://loremflickr.com/600/600/lipstick?lock=57,https://www.amazon.in/dp/OPT000057?tag=opticart,"Lakme Lipstick Vitamin C (OPT000057) by Lakme. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,3605.49,3679.75,3704.71,3655.98,3704.87,3744.02,3770.07,3771.61,3687.15,3722.06,3780.75
Pepperfry Dining Table Ergonomic (OPT000058),Furniture,50542.81,4.0,https://loremflickr.com/600/600/table?lock=58,https://www.amazon.in/dp/OPT000058?tag=opticart,"Pepperfry Dining Table Ergonomic (OPT000058) by Pepperfry. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,52239.91,51914.2,51928.35,51876.99,51561.13,51432.92,50629.27,50131.08,48633.55,47669.99,45539.29
Microsoft Controller Pro (OPT000059),Gaming,25671.17,4.0,https://loremflickr.com/600/600/gamepad?lock=59,https://www.amazon.in/dp/OPT000059?tag=opticart,"Microsoft Controller Pro (OPT000059) by Microsoft. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,27356.71,27710.88,27437.34,27527.72,28048.65,28031.44,28295.85,28641.83,29158.58,29451.47,30931.06
Aashirvaad Cooking Oil 500g (OPT000060),Groceries,801.7,4.1,https://loremflickr.com/600/600/cooking-oil?lock=60,https://www.amazon.in/dp/OPT000060?tag=opticart,"Aashirvaad Cooking Oil 500g (OPT000060) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,795.58,791.05,803.22,791.87,776.23,777.03,785.48,768.25,739.48,746.71,718.23
Samsung Galaxy S23 FE 4GB/64GB AI Camera (OPT000061),Mobiles,8019.59,4.7,https://loremflickr.com/600/600/smartphone?lock=61,https://www.amazon.in/dp/OPT000061?tag=opticart,"Samsung Galaxy S23 FE 4GB/64GB AI Camera (OPT000061) by Samsung. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,7558.52,7505.58,7649.08,7613.36,7467.14,7643.55,7917.44,7993.09,8018.84,8210.64,8614.83
